Speaker,Dialogue
Monica,"Oh gosh, Phoebe, I think I caught your cold."
Phoebe,You mean you stole it! Don't cover your mouth when you do that!
Joey,Hey.
Kathy,We were just talking about you.
Chandler,Really?!
Joey,"Yeah-yeah, I told her about the time you got drunk and fell asleep with your head in the toilet."
Chandler,Right in there!
Chandler,"99...100! Ready or not, here I come! All right, let's go over the concept one more time."
Joey,Hey!
Chandler,Hey!
Joey,"Hey guys. Listen uh, you wanna get some dinner with me and Kathy tonight?"
Chandler,"Ohh, umm, y'know what, I already ate."
Joey,It's 4:30.
Chandler,"Y'know I had a big meal on Monday, y'know. So that's just gonna get me straight through the week."
Joey,"Okay, I see what's going on here."
Chandler,You-you do?
Joey,Yeah! You don't like Kathy.
Chandler,You got me.
Joey,"Yeah, you've been avoiding her ever since we started going out. Look, I made an effort to like Janice, now I think it's your turn to make an effort to like Kathy by going out to dinner with us. Right?"
Chandler,Yeah. Right.
Joey,"Good, and hey! My treat. But that's only because you're not eating anything, right?"
Chandler,Okay.
Monica,Ross isn't here.
Rachel,Oh. Stop it!
Josh,"So I'll see you at the party? Beer's beer man, 24, 7!!"
Rachel,Yeah! I am soo gonna marry that guy. Ohhh!
Monica,What?
Rachel,I think he's stealing from me.
Monica,Why?
Rachel,Because he's stealing from me!
Phoebe,"Hi! It's me. And soup. Hey, I just saw Josh, he looks so yummy in your leather jacket."
Rachel,Ughh!
Phoebe,"Here, now I don't eat chicken, so it's just noodle soup. And there's no chicken in the broth either, so it's really just... noodle water."
Monica,Thank you so much Phoebe.
Phoebe,Sure.
Monica,What are you doing with those?!
Phoebe,"But, I need your germs! I want my cold back! I miss my sexy voice."
Monica,"Sorry, Phoebe."
Phoebe,It's okay. How's the soup?
Monica,Umm.
Monica,Ohhhh!! Gross!!
Kathy,"Ohh, God, guys, check it out, you can see that girl's underwear!"
Joey,Is she great or what?
Kathy,So? Huh? What do you think?
Chandler,"Ohh, she's-she's not really my type."
Kathy,Not your type?! She's gorgeous!
Chandler,Y'know what I think it is? It's the fishnet stockings. Y'know? Whenever I see a girl in fishnet stockings it reminds me of my father in fishnet stockings.
Kathy,"Okay. Understanding a little more why you're single. Ohh! Y'know, I have a friend you would like, she's really pretty. And then we could double date!"
Chandler,"Uhh, no-no thanks."
Kathy,"Okay, I've got some ugly friends, and they're all available too."
Chandler,"Listen, I-I'm gonna grab a beer."
Joey,I'll be right back. What was that?
Chandler,What?
Joey,Kathy was being really nice and you just walked away. I thought we had a deal.
Chandler,"Hey, look, what do you want from me?"
Joey,"I want you to like her! But if that's too damned difficult for you, then the least you can do is pretend."
Chandler,I am pretending.
Joey,"Well then, do it better!"
Chandler,"Okay, what do you saw I go over there and say how much I like her? No-no it'll be good, I can tell her much I've been thinking about her. That I haven't stopped thinking about her since the moment I met her. That I'm so fantastically, over-the-top, wanna-slit-my-own-throat in love with her, that for every minute of every hour of every day I can't believe my own damn bad luck that you met her first!!"
Joey,"Well, that's pretty good. But you might wanna tone it down a little."
Ross,"Hey! So, uhh, Amanda just-just dropped me off. Yeah, that's one of the things I love about her, she's...uh, she's old enough to drive. So uhh, I guess you're not going to mom and dad's tonight?"
Monica,"No, sorry."
Rachel,Well where's Amanda?
Monica,"Hey Rach, could you get me some cough drops?"
Rachel,"I mean y'know, I'm thinking. You could bring her, and you guys could go up to your old room, and not make out."
Monica,"Ross, cough drops, please?"
Ross,At least I know she's not going out with me to get into R rated movies.
Rachel,"Why don't you just marry her? Oh no, wait a minute you can't, I'm sorry I forgot, she's not a lesbian."
Ross,You see Amanda and I have a very special...
Monica,You have nothing! You're not even going out! You're her baby sitter! You have a 12-year-old girl's job!
Rachel,"Ohh, that is soo sad."
Monica,"And what are you laughing at, Miss `My-keg-sucking-boyfriend-is-stealing-from-me!'"
Rachel,"Hey, so he stole a couple bucks from me! At least he bought me something with it!"
Monica,"That's mine!! Now, would you both please start acting like adults? And get me my cough drops!"
Ross,Fine.
Rachel,Sorry.
Ross,Here. At least I made ten bucks in my relationship.
Rachel,Y'know...
Phoebe,"Platting goats are platting. Platting down the street. Platting goats are platting, leaving little treats. Does it even work without my sexy voice?"
Gunther,I like it.
Phoebe,"Gunther, kiss me."
Gunther,What?
Joey,"Hey! Now, we're not actually gonna be sleeping in her, but do you mind?"
Chandler,Can I sleep on your couch? Closing Credits
Phoebe,And I'm still waiting for my paper mache man. Thank you my babies.
Gunther,Rachel?
Rachel,Yeah.
Gunther,I don't know if you heard about what happened between me and Phoebe the other day_
Rachel,No!
Gunther,"Well, we kissed. I-I-I didn't initiate the kiss, but-but I also didn't stop it, and I've been feeling guilty."
Rachel,Okay.
Gunther,"So umm, are we cool?"
Rachel,Okay.
Gunther,I knew you'd understand. End
Cheryl,"So, thank you for the delicious dinner."
Ross,You're welcome for a delicious dinner.
Phoebe,Hey what are you guys looking at?
Chandler,Ross and the most beautiful girl in the world.
Phoebe,"Yeah, come to papa."
Ross,I know!
Monica,"Probably the only time I'll ever say this, but did you see the ass on her?"
Chandler,"Where did you, when did you, how did you... How did you get a girl like that?"
Rachel,"Yeah, so what is she, like a... like a spokesmodel, or an aerobics instructor, what?"
Ross,"Actually she's a paleontology doctoral candidate, specializing in the centazoic era."
Chandler,"Okay, but that's, like, the easiest era."
Ross,"I've seen her at work, but I always figured, ah-huh? But, uh, I made her dinner. We had a great time. And we're going out again tomorrow."
Rachel,Well maybe she and her friends are just having a contest to see who can bring home the biggest geek.
Ross,Fine by me; hope she wins. Opening Credits
Chandler,Hi. You guys have any wrapping paper?
Phoebe,Oo! Is it for my birthday present?
Chandler,"Phebes, it was your birthday, like, months ago."
Phoebe,"Yeah, but remember you said you ordered something special, and it just hasn't come yet?"
Chandler,"Well, I have a call in about that."
Phoebe,'Kay.
Chandler,"Actually, this is for Kathy's birthday. It's an early edition of her favorite book."
Rachel,"Oh, The Velveteen Rabbit! Oh my God, when the boy's love makes the rabbit real!"
Chandler,"Okay, but don't touch it, because you fingers have destructive oils."
Rachel,"Huh. Well, then you'd better keep it away from Ross's hair. So this is pretty rare. How did you get that?"
Chandler,"Oh, it wasn't a big deal. I just went to a couple of bookstores, talked to a couple of dealers... called a couple of the author's grandchildren."
Rachel,"Oh, honey, that's so sweet."
Phoebe,"Yeah, and what a great way to say, ""I secretly love you, roommate's girlfriend!"""
Chandler,It doesn't say that. Does it?
Ross,How do you think it's gonna look when you get her something incredibly meaningful and expensive and her boyfriend Joey gives her an orange?
Chandler,"Okay, all right, I'll just uh, make sure that uh, Joey gets her something really great."
Phoebe,It's gotta be better than that book. Oo! Like a crossbow!
Monica,"Yeah, once again, I am sorry. Thank you. Bye. I just had to turn down a job catering a funeral for sixty people."
Rachel,Oh my God! What happened?
Monica,Sixty guests.
Ross,"So, uh, why did you have to turn it down?"
Monica,Because I don't have the money or the equipment to handle something that big on such short notice. I mean there's no way.
Phoebe,"Wow, what is with all the negativity? You sound like Monican't , not Monican... ...Monica. Look, you know, you have been playing around with this catering thing for over three years. Do you want to be a caterer or not?"
Monica,I don't know.
Phoebe,"There you go, that's the spirit! Okay! Now, if you need money, I will lend you money, but just get moving!"
Monica,Really? Cause I'd need like $500 for all the food and the supplies and stuff.
Phoebe,"Okay! It's worth it, if it will get you moving. You haven't worked in months."
Monica,"Well, you're not working either."
Phoebe,"Yes, but I'm doing this."
Monica,"Yeah, that'd be great! Thank you!"
Joey,Hey!
Everyone,Hey.
Kathy,Can I borrow the keys to your apartment?
Joey,Why?
Joey,You can pee here!
Kathy,"Ahahaha... haha.. yes I can, of course. Excuse me."
Chandler,"It's okay, the duck's using our bathroom anyway. Hey Joe! What are you getting Kathy for her birthday?"
Joey,"We've only been going out for a couple of weeks, do you think I gotta get her something?"
Everyone,Yeah!
Rachel,"Yes, you have to get her something, and it should be something really nice."
Joey,"Oh, I know..."
Rachel,"And not one of your coupons for an hour of ""Joey Love."""
Phoebe,"Ooo, a crossword! Can I help?"
Rachel,"No! I'm sorry, honey, it's just that last week I got all but three answers and I really want to finish a whole one without any help."
Phoebe,Fine. But you can't help me develop my new universal language.
Monica,Hey!
Rachel,"Hey, how'd it go?"
Monica,"Oh my God, it was the best funeral ever! I mean, everyone loved the food, and guess what? I even got another funeral for tomorrow—the dead-guy-from-today's best friend. I mean, it is like I am the official caterer for that accident!"
Phoebe,Mon! I'm so happy for you!
Monica,"Thanks. Like, check out my new catering stuff. Look at this! I'm an omelet station! Omelet? Made to order!"
Phoebe,"I'll have one, please. Plus my money."
Monica,"Oh. Well, I didn't realize that you needed it back right away. I mean, you told me to go and be a caterer. So I went. I beed. I mean, I... I used it to buy all this stuff. But look—I've got another job tomorrow, so I'll pay you back with the money I make from that."
Phoebe,"Oh. Okay. Oo, sorry I acted like a bank."
Monica,Okay.
Ross,Huh...
Cheryl,"Um, would you like to come in?"
Ross,Did homo-erectus hunt with wooden tools?
Cheryl,According to recent findings!
Cheryl,Here Mitzi! Here Mitzi!
Ross,Mitzi is.....
Cheryl,"My hamster. I hope she's okay, I haven't seen her in a while. Have a seat."
Ross,"Uh... Oh hey, do you, uh ...do you have any, um, Cinnamon Fruit Toasties?"
Cheryl,What?
Ross,"Well, I do! Why don't we go back to my place, light a couple of candles, break open a box of Cinnamon Fruit Toasties, uh..."
Cheryl,I'd rather not.
Ross,"Oh, yeah, why not?"
Cheryl,"Okay, um, don't take this the wrong way, but your place kinda has a weird smell."
Monica,"Oh, is everything in the car?"
Phoebe,Yes. Did you settle the bill?
Monica,No. I hate this part.
Phoebe,"Oh, look what we almost left."
Monica,"No, that's not mine."
Phoebe,"Oh, all right. Oh! Look what we almost took!"
Monica,"Excuse me, Mrs. Burkart? Well, we're all cleaned up in the kitchen. Mrs. Burkart: Oh, good. Thank you."
Monica,"Um, and, well there's the.. the the small matter of... Mrs. Burkart: Dear?"
Monica,Just the matter of ...payment? Mrs. Burkart: Jack used to handle the finances!
Rachel,You know what we should all do? Go see a musical.
Chandler,Sure...
Rachel,And you know which one we should see? The 1996 Tony award winner. Do you happen to know the name of that one?
Chandler,"I don't know... um, Grease?"
Rachel,No....
Chandler,Rent?
Rachel,Yes! Rent!
Chandler,"Okay, so when do you want to go?"
Rachel,"What? Oh, I'm sorry, I can't, I'm busy."
Joey,"Hey. Man, it is so hard to shop for girls."
Chandler,"Yes, it is, at Office Max."
Rachel,What did you get her?
Chandler,A pen.
Joey,It's two gifts in one. It's a pen that's also a clock! Huh?
Chandler,Huh-huh! You can't give her that.
Joey,Why not?
Chandler,Because she's not eleven! And it's not the seventh night of Hanukkah!
Rachel,"Okay, honey, what he means by that, is ...while this is a very nice gift, maybe it's just not something a boyfriend gives?"
Joey,"Sure it is! She needs a pen for work, she's writing, she turns it over.... ""Whoa! It's time for my date with Joey!"""
Chandler,"All right, look, look. What did... what did you get for Angela Delveccio for her birthday?"
Joey,She didn't have a birthday while we were going out.
Chandler,For three years?
Joey,"Look, it's too late, and I got an audition. I can't shop anymore! I..."
Chandler,"All right. I will go out and I will try to find something for her, okay?"
Joey,"Thanks, man. And oh, while you're at it, could you get her a card?"
Chandler,Would you like me to write her a little poem as well?
Joey,Or... just get a card that has a poem already in it.
Phoebe,"But Mon, you have to get our money!"
