,Speaker,Dialogue
26476,Phoebe,"Oh! No, I-I think I just had a contraction."
26477,Rachel,You what?
26478,Monica,Oh my God!
26479,Phoebe,"Yeah, I thought I had one a couple of minutes ago, and now I know that was definitely one."
26480,Monica,"Wait, you can’t have the baby here! I mean I haven’t sterilised it since the guys moved out!"
26481,Rachel,"Okay. It’s okay. We’re gonna be okay. Y’know what? It’s okay. I’m gonna, I’m gonna, I’m gonna boil some water and just rip up some sheets!"
26482,Phoebe,"No. It’s all right; it’s probably false labour. They said that, that can happen near the end, just somebody get the book."
26483,Monica,"Rachel, get the book! The book!"
26484,Rachel,Okay! Okay! Here!
26485,Monica,The Bible?!
26486,Rachel,I don’t know!
26487,Joey,"All right, okay, this is great, uh, Chandler, you get behind the desk. And-and when she comes in hopefully, she won’t recognise you because, well, why would she? Uh, okay, and then you buzz Ross and I. You be Mr. Gonzalez, and I’ll be uh, Mr. Wong."
26488,Ross,Diverse. The Stripper: Did anybody call for security?
26489,Chandler,"You be cool. The Stripper: Okay, which one of you guys is Gunther Central-Perk? Hey, Joey?"
26490,Ross,Where’s my ring? My dead grandmother’s wedding ring? Where is it? Where is it?
26491,Chandler,"Way to be cool, man. The Stripper: What’s he talking about?"
26492,Joey,"There was a ring, in a box, on my nightstand, after you left, it was gone! The Stripper: Wait, you guys think I stole some ring? The Guys: Yeah!"
26493,Ross,"We know you took so just-just save yourself the time and confess! The Stripper: Okay, who are you? The Hardy boys? Look, I don’t need to steal some stupid ring, all right? I make $1,600 a week doing what I do; any of you guys make that?"
26494,Chandler,Marry me.
26495,Joey,"I don’t get it! It was in my room all night! And if she didn’t take it, and I didn’t take it; and you didn’t take it, then who did? Shh! We’re trying to think!"
26496,Rachel,I still don’t get how you know when it’s false labour.
26497,Phoebe,"Well, do you see any babies?"
26498,Monica,How do you feel?
26499,Phoebe,"Okay, I guess. I mean… I don’t know, it’s just, I guess I know it’s going to be over soon."
26500,Rachel,"Well, isn’t that a good thing? You said you were sick of this."
26501,Phoebe,"I know. It’s just y’know usually when you’re, when you’re done with the pregnant thing, y’know, then you get to do the mom thing. I’m gonna be y’know, sitting around in my leather pants, drinking Tequila."
26502,Monica,Some moms do that.
26503,Phoebe,"Okay that’s even sadder. Look, I know, I know what I got myself into, it’s just that now that they’re in me it’s like, it’s like I know them y’know, I mean-I mean, it’s just not gonna be easy when these little babies have to go away."
26504,Monica,"Aww, sweetie, but it’s not like you’re not gonna have anything. You’re gonna have nieces and nephews, and some ways that’s even better."
26505,Phoebe,"Yeah, okay."
26506,Rachel,"No, really. Really, Pheebs, you’re not gonna be the one worrying about saving for college, or yelling at them when they’re bad, y’know, or deciding to put them on Ritalin when they just won’t calm down. Y’know?"
26507,Monica,"I mean, you’re the one they’re gonna come to when they wanna run away from home, and the one they talk to about sex."
26508,Rachel,And you just get to be cool Aunt Phoebe!
26509,Phoebe,Cool Aunt Phoebe. I am pretty cool!
26510,Monica,Yeah.
26511,Rachel,"And y’know what else, oh my God, are they gonna love you."
26512,Phoebe,They are gonna love me.
26513,Rachel,Oh!
26514,Phoebe,Thanks you guys! Again.
26515,Monica,"Oh, sweetie!"
26516,Phoebe,You’re the best. Thanks. Oh! Monica and Rachel: What?!
26517,Phoebe,Just kidding. Ahh!
26518,Rachel,What?!
26519,Monica,Oh my God!
26520,Phoebe,"Got cha again, you guys are so easy."
26521,Joey,If anything should happen to him…
26522,Ross,Joey! The vet said it’s a simple procedure.
26523,Joey,So! Things can go wrong! You don’t know! What if he doesn’t make it?!
26524,Chandler,"He will, Joe."
26525,Joey,"Yeah, but what if he doesn’t? He’s such a good duck."
26526,Joey,"I’m so worried about him, y’know? The Doctor: Somebody lose a ring?"
26527,Ross,Oh my God! Thank you! Thank you so much!
26528,Joey,"H-h-h-how’s the duck? The Doctor: He’s doing just fine, he’s resting now, but you can see him in a little bit."
26529,Joey,"Ohh, great! Oh hey, listen Ross, thanks for being so cool about this."
26530,Ross,"No, that’s all right."
26531,Joey,"No, it’s not. I mean you-you made me your best man and I totally let you down!"
26532,Chandler,"Hey, come on, it’s not your fault."
26533,Joey,"Yeah, it is! You wouldn’t have lost the ring, right? Y’know what, Ross you were right from the start, he should be your best man."
26534,Chandler,"No, you should."
26535,Joey,"Now, don’t argue with me…"
26536,Ross,"Hey! Hey! Hey! I get to choose my best man, and I want both you guys."
26537,Chandler,Really?
26538,Joey,Really?
26539,Ross,"Hey, both you guys should be up there with me. I mean, you two are-are my… I mean, I’m lucky to have just one good…"
26540,Chandler,Thanks man.
26541,Joey,I gotta go check something over here.
26542,Chandler,What a baby.
26543,Ross,Total wuss! Closing Credits End
26544,Monica,"Guys, hurry up! The flight leaves in four hours! It could take time to get a taxi! There could be traffic! The plane could leave early! When we get to London, there could be a line at customs! Come on!!"
26545,Chandler,Six-hour trip to London. That’s a lot of Monica.
26546,Monica,"Passport, check! Camera, check! Traveller’s cheques, check!"
26547,Rachel,"Who are you saying ""check"" too?"
26548,Monica,"Myself. Y’know for remembering to pack a thing. Yeah, you do a good thing, you get a check! My mom does it, I never realized it was weird."
26549,Phoebe,"Yeah, my mom used to put her head in the oven. Well, actually, she only did it the one time. But it was pretty weird."
26550,Ross,Hey!
26551,Monica,Hey!
26552,Ross,Hey! Are you ready yet?
26553,Monica,Yep! You got the tickets?
26554,Ross,"Oh! Got ‘em right here, check!"
26555,Joey,"It’s all London, baby! Here we go."
26556,Chandler,You got your passport?
26557,Joey,"Yeah, in my third drawer on my dresser. You don’t want to lose that."
26558,Joey,Ohh!!
26559,Chandler,There it is. Opening Credits
26560,Monica,"Okay, if you need the vacuum, it’s in my closet on the left-hand side. Ah, the garbage bags are next to the refrigerator…"
26561,Phoebe,"Okay, okay, but Rachel’s gonna be here too, can’t I just ask her this stuff?"
26562,Monica,"Yeah, okay, give that a try!"
26563,Chandler,All right! Let’s do it!
26564,Joey,Woo-hoo!!
26565,Ross,"Yeah, cheerie-o!"
26566,Joey,London baby!
26567,Chandler,"Okay, ‘cause that’s not gonna get annoying."
26568,Joey,London baby!!
26569,Chandler,"Hey, y’know what? I was wrong."
26570,Ross,"Well, we’re all here! I guess we should get going!"
26571,Phoebe,"Ohhh, I wanna come over there and give you a hug and wish you luck on your wedding, but I don’t—can’t get up."
26572,Ross,"Oh, I’ll-I’ll come hug you."
26573,Phoebe,"Great! Yeah, could you bring me the newspaper?"
26574,Ross,Yeah.
26575,Phoebe,"Oh, have a great wedding!"
26576,Ross,Thanks.
26577,Phoebe,"Oh, hey, Chandler I wanna hug you too!"
26578,Chandler,Hey!
26579,Phoebe,"Oh, and great! You might as well bring me my book, it’s on the counter in your apartment."
26580,Chandler,Oh.
26581,Ross,"So, we’re off."
26582,Rachel,Have fun!
26583,Ross,"Thanks! Ugh, I can’t believe you’re not gonna be there!"
26584,Rachel,"Oh, I know."
26585,Ross,So-so come! Why don’t you come?
26586,Rachel,What?!
26587,Ross,To London! Come to London. Please? It’ll mean so much to me.
26588,Rachel,"Yeah, well, I gotta work, I’m sorry."
26589,Ross,Why-why can’t you take a couple of days off?
26590,Rachel,"Because, I can’t! Ross, I told you, no. I can’t."
26591,Ross,This is my wedding.
26592,Monica,"All right, y’know what? We really are late! Let’s go! Let’s go! Let’s go!!"
26593,Ross,Fine. You’ll-you’ll watch it on video when we get back.
26594,Chandler,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.
26595,Phoebe,Thank you.
26596,Phoebe,Thank you.
26597,Ross,"All right, let’s go! Bye, Pheebs!"
26598,Joey,"Bye, Pheebs!"
26599,Joey,London baby!!
26600,Phoebe,"Oh, do you need a hug? You don’t have to bring me anything!"
26601,Joey,Come on! Do something!
26602,Chandler,"I am, I’m ignoring you."
26603,Joey,"Okay, here! I wanna be the on camera guy. All right, first stop, Westminster Abbey."
26604,Chandler,"Oh, what the hell is that?"
26605,Joey,"It’s London, baby! All right, the hotel’s here. Wait. No, we wanna go… No. I know. I’m gonna have to go into the map."
26606,Chandler,"Okay, if you see a little version of me in there? Kill it!"
26607,Joey,I got it! Here we go.
26608,Chandler,"Okay. Listen-listen, we’re not gonna have to walk this way the entire time are we?"
26609,Joey,"Shhh! Man, you made me lose it!"
26610,Emily,"…and that was all before 10 o’clock. The caterer rang and said it was going to be Chicken Kiev instead of Chicken Tarragon. And then the florist phoned to say there aren’t any tulips. Oh, and the chilliest has carpel-tunel syndrome. We’re not gonna be…"
26611,Ross,"Whoa-whoa-whoa! Emily, honey, okay?"
26612,Emily,"Well, up yours too!"
26613,Ross,What?! No! No! That’s-that’s time-out!
26614,Emily,Sorry.
26615,Ross,"Sweetie, you gotta relax. Everything’s gonna be great, okay? Come on. Come on."
26616,Monica,Chicken Kiev?
26617,Ross,Um-hmm! Doesn’t that sound delicious at the last minute?
26618,Monica,"Yeah, y’know, but something like salmon which would be so much more elegant than the chicken. And, you wouldn’t have to worry about the salmonella. So, I can’t wait to see this place you’re getting married!"
26619,Ross,"Yeah. Yeah. Yes, this place is beautiful. Emily’s parents got married here."
26620,Emily,I still can’t believe they’re tearing it down. It really is the most lovely building you’ll ever see. I mean it’s over… Oh my God!
26621,Monica,It’s nice.
26622,Emily,Oh. Oh.
26623,Emily,Oh. Oh my God. How can this be happening? What are we going to do?
26624,Ross,It’s all right! Everything’s gonna be all right.
26625,Emily,How’s it gonna be all right?!
26626,Ross,"Uh-huh, I see that."
26627,Monica,"Okay, I talked to the guy with the shovel and I found out what happened."
26628,Ross,What? What?
26629,Monica,They torn it down a few days early.
26630,Joey,"All right! Westminster Abbey! Hands down, best Abbey I’ve ever seen. Hey! Okay. What do you think of the Abbey, Chandler?"
26631,Chandler,"I think it’s great. It’s great. Y’know, they’re thinking of changing the name of this place."
26632,Joey,Really? To what?
26633,Chandler,To Put the Camera Away!!!
26634,Joey,"Man, you are Westminster Crabby."
26635,Phoebe,Oh. Oh.
26636,Rachel,"Oh, honey! Don’t get up! What do you need?"
26637,Phoebe,"Oh, no. Oh, nothing."
26638,Rachel,Come on! I am here to take care of you! What do you need? Anything.
26639,Phoebe,"Okay, I have a wedgie."
26640,Rachel,"Okay, that is all you."
26641,Phoebe,"So-so, what do you want for lunch?"
26642,Rachel,"Oh, I don’t know. I guess we have to eat."
26643,Phoebe,"Yeah, I do. What’s the matter?"
26644,Rachel,I’m just bummed about the way I left things with Ross. I shouldn’t have lied to him about having to work. He seemed so mad at me.
26645,Phoebe,"Eh, don’t be so hard on yourself. If someone I was still in love with was getting married…"
26646,Rachel,Still in love with?!
26647,Phoebe,Yeah!
26648,Rachel,I’m not in love with Ross!
26649,Phoebe,"Oh. No. No. Good! Yeah, me neither."
26650,Rachel,"Phoebe, I’m going to Ross’s wedding because he is my ex-boyfriend and that would be really uncomfortable. Not because, I’m still in love with him! I mean, hey, y’know, I like Ross as much as the next guy, y’know? Clearly I have feelings for him, but feelings don’t mean love! I mean, I still have loving feelings for Ross. Yeah! But, I have, I have continuing feelings of love, but that doesn’t mean that-that I’m still in love with him. Y’know? I-I have sexual feelings for him, but I do love him—Ohh! Oh my God! Oh my—why didn’t you tell me?!!"
26651,Phoebe,We thought you knew!
26652,Rachel,We?!
26653,Phoebe,"Yeah, we all know! We talk about it all the time!"
26654,Rachel,You all know? Does Ross know?
26655,Phoebe,"Oh no, Ross doesn’t know anything."
26656,Rachel,"Oh, I can not believe you didn’t tell me!"
26657,Phoebe,"Well, because we thought you knew!! It’s so obvious! God, that would be like telling Monica, ""Hey, you like things clean."""
26658,Joey,"Hey! The Vendor: So, what are you guys in the market for? We’ve got uh, scarves, tulip post cards..."
26659,Joey,Check this out? Huh? Yeah. That’s the stuff. What do you think?
26660,Chandler,"Well, I don’t have to buy that, ""I’m with stupid"" T-shirt anymore."
26661,Joey,"Well, I like it. Here you go."
26662,Chandler,"All right, look, you’re not really gonna buy that are you? Don’t you think you’ve embarrassed me enough for one day?"
